physical_angle_from_+z_deg,normalized_power
8.388136598105939257e+00,1.705050358933875949e-03
8.302806714757863915e+00,1.664406520358780589e-03
8.217495372827675837e+00,1.627843367562296917e-03
8.132202371220067505e+00,1.595409952409893029e-03
8.046927509218324559e+00,1.567129750621213194e-03
7.961670586479748124e+00,1.543000806989331796e-03
7.876431403031123324e+00,1.522996024142654007e-03
7.791209759264183354e+00,1.507063592327893874e-03
7.706005455931113524e+00,1.495127556902976383e-03
7.620818294140075722e+00,1.487088519462588954e-03
7.535648075350739106e+00,1.482824467780680718e-03
7.450494601369851644e+00,1.482191729047553121e-03
7.365357674346809880e+00,1.485026040208371539e-03
7.280237096769267779e+00,1.491143728578460696e-03
7.195132671458753570e+00,1.500342995322136120e-03
7.110044201566318556e+00,1.512405293839384334e-03
7.024971490568176158e+00,1.527096794610882874e-03
6.939914342261403135e+00,1.544169927609814448e-03
6.854872560759617706e+00,1.563364993000360571e-03
6.769845950488704744e+00,1.584411830509980645e-03
6.684834316182547198e+00,1.607031537586970467e-03
6.599837462878766381e+00,1.630938226237677426e-03
6.514855195914505792e+00,1.655840808280015187e-03
6.429887320922202498e+00,1.681444798652085041e-03
6.344933643825392267e+00,1.707454126376931232e-03
6.259993970834534238e+00,1.733572942806682182e-03
6.175068108442834713e+00,1.759507416850912510e-03
6.090155863422105575e+00,1.784967507034181718e-03
6.005257042818634261e+00,1.809668700425240331e-03
5.920371453949051066e+00,1.833333708733682127e-03
5.835498904396247077e+00,1.855694112177126926e-03
5.750639202005265460e+00,1.876491942081195486e-03
5.665792154879246034e+00,1.895481193583021433e-03
5.580957571375364523e+00,1.912429260264340456e-03
5.496135260100775355e+00,1.927118283039117551e-03
5.411325029908602424e+00,1.939346406160231745e-03
5.326526689893906763e+00,1.948928933786299748e-03
5.241740049389695066e+00,1.955699381159946466e-03
5.156964917962925554e+00,1.959510415088649461e-03
5.072201105410537814e+00,1.960234679085065459e-03
4.987448421755483530e+00,1.957765499211171299e-03
4.902706677242779421e+00,1.952017467375736105e-03
4.817975682335574383e+00,1.942926899553140511e-03
4.733255247711219305e+00,1.930452167119318637e-03
4.648545184257351970e+00,1.914573900233085052e-03
4.563845303068002401e+00,1.895295062924391358e-03
4.479155415439695531e+00,1.872640900280496054e-03
4.394475332867581407e+00,1.846658758842738800e-03
4.309804867041556520e+00,1.817417782036300292e-03
4.225143829842416210e+00,1.785008483149079809e-03
4.140492033338002642e+00,1.749542199049640683e-03
4.055849289779374978e+00,1.711150428484468650e-03
3.971215411596976441e+00,1.669984059417836111e-03
3.886590211396823591e+00,1.626212490470069650e-03
3.801973501956699142e+00,1.580022652068827473e-03
3.717365096222355891e+00,1.531617933450015075e-03
3.632764807303728638e+00,1.481217022127722998e-03
3.548172448471156759e+00,1.429052662893303067e-03
3.463587833151613005e+00,1.375370343800582512e-03
3.379010774924947835e+00,1.320426916944907785e-03
3.294441087520131095e+00,1.264489162147033798e-03
3.209878584811512336e+00,1.207832301907087267e-03
3.125323080815082033e+00,1.150738476198246525e-03
3.040774389684745227e+00,1.093495185823384558e-03
2.956232325708602726e+00,1.036393713160483612e-03
2.871696703305233189e+00,9.797275291739376401e-04
2.787167337019988533e+00,9.237906955690967491e-04
2.702644041521298224e+00,8.688762709170933180e-04
2.618126631596972675e+00,8.152747294768574468e-04
2.533614922150520865e+00,7.632724012923527068e-04
2.449108728197467055e+00,7.131499419467835377e-04
2.364607864861680842e+00,6.651808401134381510e-04
2.280112147371707643e+00,6.196299707567799872e-04
2.195621391057108518e+00,5.767522015095314291e-04
2.111135411344803536e+00,5.367910593840524757e-04
2.026654023755419143e+00,4.999774645719284264e-04
1.942177043899644406e+00,4.665285376469939451e-04
1.857704287474589933e+00,4.366464860169940723e-04
1.773235570260151661e+00,4.105175749707613776e-04
1.688770708115377994e+00,3.883111881443357936e-04
1.604309516974844918e+00,3.701789816842397901e-04
1.519851812845030015e+00,3.562541358225071258e-04
1.435397411800695577e+00,3.466507069995434327e-04
1.350946129981271504e+00,3.414630830810061793e-04
1.266497783587244408e+00,3.407655436171955102e-04
1.182052188876547838e+00,3.446119264914942939e-04
1.097609162160957608e+00,3.530354017017811293e-04
1.013168519802488898e+00,3.660483524189380019e-04
9.287300782097958063e-01,3.836423628731067906e-04
8.442936538345745534e-01,4.057883120345515972e-04
7.598590631679684737e-01,4.324365714852029829e-04
6.754261227369752207e-01,4.635173053223364654e-04
5.909946491008541969e-01,4.989408694004570256e-04
5.065644588475401999e-01,5.385983067041969202e-04
4.221353685900534614e-01,5.823619351566139196e-04
3.377071949629144587e-01,6.300860237063163945e-04
2.532797546185582283e-01,6.816075521056124027e-04
1.688528642237507871e-01,7.367470493925913069e-04
8.442634045600541648e-02,7.953095057246516207e-04
-0.000000000000000000e+00,8.570853518811566429e-04
-8.442634045600541648e-02,9.218515004600993674e-04
-1.688528642237507871e-01,9.893724425392188930e-04
-2.532797546185582283e-01,1.059401393356784390e-03
-3.377071949629144587e-01,1.131681480392135843e-03
-4.221353685900534614e-01,1.205946967091387715e-03
-5.065644588475401999e-01,1.281924505389871703e-03
-5.909946491008541969e-01,1.359334410129730110e-03
-6.754261227369752207e-01,1.437891948458472954e-03
-7.598590631679684737e-01,1.517308637321678703e-03
-8.442936538345745534e-01,1.597293542229681574e-03
-9.287300782097958063e-01,1.677554570583018054e-03
-1.013168519802488898e+00,1.757799752983499981e-03
-1.097609162160957608e+00,1.837738506135605000e-03
-1.182052188876547838e+00,1.917082871154773827e-03
-1.266497783587244408e+00,1.995548721343564941e-03
-1.350946129981271504e+00,2.072856933771262660e-03
-1.435397411800695577e+00,2.148734519295561213e-03
-1.519851812845030015e+00,2.222915705993938878e-03
-1.604309516974844918e+00,2.295142971324978364e-03
-1.688770708115377994e+00,2.365168018713704155e-03
-1.773235570260151661e+00,2.432752694647277465e-03
-1.857704287474589933e+00,2.497669842775579897e-03
-1.942177043899644406e+00,2.559704091932535255e-03
-2.026654023755419143e+00,2.618652575425600357e-03
-2.111135411344803536e+00,2.674325579380049112e-03
-2.195621391057108518e+00,2.726547118368562519e-03
-2.280112147371707643e+00,2.775155437002396579e-03
-2.364607864861680842e+00,2.820003436605365323e-03
-2.449108728197467055e+00,2.860959026533224994e-03
-2.533614922150520865e+00,2.897905400136113144e-03
-2.618126631596972675e+00,2.930741235787932310e-03
-2.702644041521298224e+00,2.959380823821516383e-03
-2.787167337019988533e+00,2.983754120609491498e-03
-2.871696703305233189e+00,3.003806731415966779e-03
-2.956232325708602726e+00,3.019499824011215305e-03
-3.040774389684745227e+00,3.030809975388340603e-03
-3.125323080815082033e+00,3.037728954245967356e-03
-3.209878584811512336e+00,3.040263442202287454e-03
-3.294441087520131095e+00,3.038434696982071897e-03
-3.379010774924947835e+00,3.032278161068067100e-03
-3.463587833151613005e+00,3.021843019530586101e-03
-3.548172448471156759e+00,3.007191710943028177e-03
-3.632764807303728638e+00,2.988399395455768482e-03
-3.717365096222355891e+00,2.965553384235958267e-03
-3.801973501956699142e+00,2.938752534585972482e-03
-3.886590211396823591e+00,2.908106615128061047e-03
-3.971215411596976441e+00,2.873735645487857700e-03
-4.055849289779374978e+00,2.835769214924491535e-03
-4.140492033338002642e+00,2.794345784340965602e-03
-4.225143829842416210e+00,2.749611976065708188e-03
-4.309804867041556520e+00,2.701721855725619948e-03
-4.394475332867581407e+00,2.650836210433551391e-03
-4.479155415439695531e+00,2.597121827390093483e-03
-4.563845303068002401e+00,2.540750776852248802e-03
-4.648545184257351970e+00,2.481899703251241613e-03
-4.733255247711219305e+00,2.420749128050309323e-03
-4.817975682335574383e+00,2.357482767722200636e-03
-4.902706677242779421e+00,2.292286869997350353e-03
-4.987448421755483530e+00,2.225349571289102560e-03
-5.072201105410537814e+00,2.156860277943844616e-03
-5.156964917962925554e+00,2.087009073693850414e-03
-5.241740049389695066e+00,2.015986155410657427e-03
-5.326526689893906763e+00,1.943981298969524709e-03
-5.411325029908602424e+00,1.871183356742793947e-03
-5.496135260100775355e+00,1.797779787944169330e-03
-5.580957571375364523e+00,1.723956222749039278e-03
-5.665792154879246034e+00,1.649896060820362073e-03
-5.750639202005265460e+00,1.575780104577148956e-03
-5.835498904396247077e+00,1.501786227255571746e-03
-5.920371453949051066e+00,1.428089075532882691e-03
-6.005257042818634261e+00,1.354859806213914563e-03
-6.090155863422105575e+00,1.282265856220372044e-03
-6.175068108442834713e+00,1.210470744876577468e-03
-6.259993970834534238e+00,1.139633907253062963e-03
-6.344933643825392267e+00,1.069910557113121132e-03
-6.429887320922202498e+00,1.001451577808380126e-03
-6.514855195914505792e+00,9.344034392890240934e-04
-6.599837462878766381e+00,8.689081392333418115e-04
-6.684834316182547198e+00,8.051031661609369446e-04
-6.769845950488704744e+00,7.431214822748910456e-04
-6.854872560759617706e+00,6.830915236810475646e-04
-6.939914342261403135e+00,6.251372155578224614e-04
-7.024971490568176158e+00,5.693779997979041144e-04
-7.110044201566318556e+00,5.159288726138945786e-04
-7.195132671458753570e+00,4.649004295934292138e-04
-7.280237096769267779e+00,4.163989157052903011e-04
-7.365357674346809880e+00,3.705262777962483895e-04
-7.450494601369851644e+00,3.273802171781555587e-04
-7.535648075350739106e+00,2.870542399856393454e-04
-7.620818294140075722e+00,2.496377030857019450e-04
-7.706005455931113524e+00,2.152158534406464329e-04
-7.791209759264183354e+00,1.838698589639898044e-04
-7.876431403031123324e+00,1.556768290641319808e-04
-7.961670586479748124e+00,1.307098232411503915e-04
-8.046927509218324559e+00,1.090378462868450520e-04
-8.132202371220067505e+00,9.072582883541251706e-05
-8.217495372827675837e+00,7.583459222037352285e-05
-8.302806714757863915e+00,6.442079681083998902e-05
-8.388136598105939257e+00,5.653687322518414631e-05
-8.473485224350383760e+00,5.223093605084622241e-05
-8.558852795357465126e+00,5.154667993357412884e-05
-8.644239513385878482e+00,5.452325813593953031e-05
-8.729645581091395101e+00,6.119514390170114205e-05
-8.815071201531546663e+00,7.159197519758785664e-05
-8.900516578170339699e+00,8.573838363553388804e-05
-8.985981914882959387e+00,1.036538086044835606e-04
-9.071467415960562164e+00,1.253522978598365831e-04
-9.156973286115007937e+00,1.508422960286851975e-04
-9.242499730483700660e+00,1.801264226885682454e-04
-9.328046954634407584e+00,2.132012418649411006e-04
-9.413615164570099836e+00,2.500570249664337951e-04
-9.499204566733851607e+00,2.906775093358823715e-04
-9.584815368013739345e+00,3.350396547377195821e-04
-9.670447775747772923e+00,3.831134002274898514e-04
-9.756101997728872988e+00,4.348614239559102910e-04
-9.841778242209832328e+00,4.902389085471255993e-04
-9.927476717908364279e+00,5.491933147578071783e-04
-1.001319763401212093e+01,6.116641661699001500e-04
-1.009894120018378594e+01,6.775828476945624720e-04
-1.018470762656617623e+01,7.468724206679009997e-04
-1.027049712378735791e+01,8.194474573001806362e-04
-1.035630990296582432e+01,8.952138971993074245e-04
-1.044214617571568482e+01,9.740689286266052170e-04
-1.052800615415188368e+01,1.055900897058467030e-03
-1.061389005089545812e+01,1.140589243521786299e-03
-1.069979807907882119e+01,1.228004475044743981e-03
-1.078573045235107308e+01,1.318008169418067536e-03
-1.087168738488336217e+01,1.410453016296403126e-03
-1.095766909137425316e+01,1.505182896485606327e-03
-1.104367578705515207e+01,1.602033001060837935e-03
-1.112970768769574015e+01,1.700829991743536308e-03
-1.121576500960947165e+01,1.801392203733911870e-03
-1.130184796965907346e+01,1.903529891950905871e-03
-1.138795678526209976e+01,2.007045521375404491e-03
-1.147409167439652578e+01,2.111734101926061868e-03
-1.156025285560635574e+01,2.217383568022449243e-03
-1.164644054800727879e+01,2.323775202708895822e-03
-1.173265497129236579e+01,2.430684105926204236e-03
-1.181889634573779801e+01,2.537879706229304033e-03
-1.190516489220863683e+01,2.645126314958580298e-03
-1.199146083216461989e+01,2.752183721583074168e-03
-1.207778438766599471e+01,2.858807828646902065e-03
-1.216413578137942331e+01,2.964751324467806634e-03
-1.225051523658387431e+01,3.069764391460836836e-03
-1.233692297717661113e+01,3.173595447692386176e-03
-1.242335922767915690e+01,3.275991919012058960e-03
-1.250982421324335725e+01,3.376701038863943929e-03
-1.259631815965745183e+01,3.475470672646242560e-03
-1.268284129335219212e+01,3.572050163270764321e-03
-1.276939384140702138e+01,3.666191194372857721e-03
-1.285597603155626345e+01,3.757648667439289752e-03
-1.294258809219536488e+01,3.846181588957998856e-03
-1.302923025238721344e+01,3.931553963550343637e-03
-1.311590274186844951e+01,4.013535688924907072e-03
-1.320260579105586451e+01,4.091903448392800353e-03
-1.328933963105281535e+01,4.166441596608697236e-03
-1.337610449365569742e+01,4.236943034150061210e-03
-1.346290061136046035e+01,4.303210066520090672e-03
-1.354972821736918043e+01,4.365055243157620404e-03
-1.363658754559667052e+01,4.422302172060479930e-03
-1.372347883067712715e+01,4.474786305677207199e-03
-1.381040230797085755e+01,4.522355693795795592e-03
-1.389735821357101209e+01,4.564871699256985507e-03
-1.398434678431041611e+01,4.602209672443154445e-03
-1.407136825776840894e+01,4.634259580641610261e-03
-1.415842287227776097e+01,4.660926588552474249e-03
-1.424551086693162638e+01,4.682131586405464084e-03
-1.433263248159055081e+01,4.697811662365786872e-03
-1.441978795688954484e+01,4.707920516146149245e-03
-1.450697753424519121e+01,4.712428810998256674e-03
-1.459420145586283546e+01,4.711324461531723670e-03
-1.468145996474376425e+01,4.704612855099849812e-03
-1.476875330469253988e+01,4.692317004798541441e-03
-1.485608172032431007e+01,4.674477632445227064e-03
-1.494344545707219041e+01,4.651153180237030046e-03
-1.503084476119474466e+01,4.622419750130497655e-03
-1.511827987978346144e+01,4.588370970336042888e-03
-1.520575106077034100e+01,4.549117788678210504e-03
-1.529325855293551761e+01,4.504788192934779285e-03
-1.538080260591492632e+01,4.455526858632685369e-03
-1.546838347020808158e+01,4.401494725143850067e-03
-1.555600139718585595e+01,4.342868501288033381e-03
-1.564365663909837778e+01,4.279840102009970816e-03
-1.573134944908294308e+01,4.212616018053262634e-03
-1.581908008117200737e+01,4.141416620900755484e-03
-1.590684879030127341e+01,4.066475405589397088e-03
-1.599465583231780386e+01,3.988038174334517481e-03
-1.608250146398819780e+01,3.906362164212167330e-03
-1.617038594300688814e+01,3.821715122447341597e-03
-1.625830952800442475e+01,3.734374333138249565e-03
-1.634627247855590682e+01,3.644625599511321090e-03
-1.643427505518943477e+01,3.552762186046349441e-03
-1.652231751939462967e+01,3.459083725035033696e-03
-1.661040013363127343e+01,3.363895092337710821e-03
-1.669852316133794901e+01,3.267505257281173338e-03
-1.678668686694082623e+01,3.170226111794181064e-03
-1.687489151586246194e+01,3.072371284005527385e-03
-1.696313737453070658e+01,2.974254941631766010e-03
-1.705142471038768548e+01,2.876190590557170263e-03
-1.713975379189884052e+01,2.778489874056753930e-03
-1.722812488856206059e+01,2.681461378133912204e-03
-1.731653827091689024e+01,2.585409448437295428e-03
-1.740499421055382356e+01,2.490633024186806547e-03
-1.749349298012364784e+01,2.397424494476285001e-03
-1.758203485334691507e+01,2.306068582230831349e-03
-1.767062010502344904e+01,2.216841260980104492e-03
-1.775924901104197673e+01,2.130008709466053689e-03
-1.784792184838982010e+01,2.045826308934945489e-03
-1.793663889516266252e+01,1.964537687770206813e-03
-1.802540043057444308e+01,1.886373817905438689e-03
-1.811420673496728995e+01,1.811552167216990599e-03
-1.820305808982156037e+01,1.740275911834231713e-03
-1.829195477776601564e+01,1.672733212023994748e-03
-1.838089708258798893e+01,1.609096555005537802e-03
-1.846988528924374151e+01,1.549522167734971104e-03
-1.855891968386884727e+01,1.494149502365188032e-03
-1.864800055378870525e+01,1.443100796740706508e-03
-1.873712818752915510e+01,1.396480711928117010e-03
-1.882630287482713527e+01,1.354376048414001775e-03
-1.891552490664149389e+01,1.316855542225102080e-03
-1.900479457516388848e+01,1.283969741842173017e-03
-1.909411217382975323e+01,1.255750966391171869e-03
-1.918347799732942605e+01,1.232213345205470561e-03
-1.927289234161930409e+01,1.213352938462341699e-03
-1.936235550393316984e+01,1.199147938208341979e-03
-1.945186778279357398e+01,1.189558948703143453e-03
-1.954142947802337105e+01,1.184529344632031383e-03
-1.963104089075731906e+01,1.183985705365457912e-03
-1.972070232345381768e+01,1.187838323081715766e-03
-1.981041407990671743e+01,1.195981782217789063e-03
-1.990017646525732786e+01,1.208295607375478326e-03
-1.998998978600640797e+01,1.224644976486761886e-03
-2.007985435002641239e+01,1.244881495735646959e-03
-2.016977046657375539e+01,1.268844032444924443e-03
-2.025973844630119913e+01,1.296359601866917599e-03
-2.034975860127044456e+01,1.327244303568572616e-03
-2.043983124496471859e+01,1.361304302874553158e-03
-2.052995669230160658e+01,1.398336852628271178e-03
-2.062013525964593086e+01,1.438131350351172814e-03
-2.071036726482274659e+01,1.480470425725762592e-03
-2.080065302713054010e+01,1.525131053198748241e-03
-2.089099286735448757e+01,1.571885684397668608e-03
-2.098138710777985594e+01,1.620503394978077940e-03
-2.107183607220558486e+01,1.670751040468999946e-03
-2.116234008595792915e+01,1.722394415662156742e-03
-2.125289947590427175e+01,1.775199412095421463e-03
-2.134351457046709299e+01,1.828933168213001722e-03
-2.143418569963807130e+01,1.883365206843662116e-03
-2.152491319499228339e+01,1.938268554723634150e-03
-2.161569738970260701e+01,1.993420838901995701e-03
-2.170653861855421241e+01,2.048605355002849817e-03
-2.179743721795925282e+01,2.103612102479583343e-03
-2.188839352597167576e+01,2.158238782181011624e-03
-2.197940788230217990e+01,2.212291751756480761e-03
-2.207048062833334967e+01,2.265586934655507492e-03
-2.216161210713489282e+01,2.317950678726433174e-03
-2.225280266347911251e+01,2.369220560686305117e-03
-2.234405264385648593e+01,2.419246133019340231e-03
-2.243536239649138864e+01,2.467889610162573698e-03
-2.252673227135804268e+01,2.515026491152737038e-03
-2.261816262019656065e+01,2.560546116236761885e-03
-2.270965379652921712e+01,2.604352155287544424e-03
-2.280120615567686215e+01,2.646363026215182469e-03
-2.289282005477550186e+01,2.686512241919912329e-03
-2.298449585279304586e+01,2.724748684694635551e-03
-2.307623391054628570e+01,2.761036807350365514e-03
-2.316803459071796567e+01,2.795356760705347381e-03
-2.325989825787413778e+01,2.827704447445954748e-03
-2.335182527848158784e+01,2.858091502733233185e-03
-2.344381602092553862e+01,2.886545202290894448e-03
-2.353587085552752001e+01,2.913108299067176162e-03
-2.362799015456337770e+01,2.937838789912330332e-03
-2.372017429228156615e+01,2.960809614053893681e-03
-2.381242364492156582e+01,2.982108285481660254e-03
-2.390473859073253848e+01,3.001836461671725069e-03
-2.399711950999215304e+01,3.020109451382665174e-03
-2.408956678502565651e+01,3.037055664545324028e-03
-2.418208080022513684e+01,3.052816007539277225e-03
-2.427466194206897043e+01,3.067543227402823834e-03
-2.436731059914152198e+01,3.081401208757752076e-03
-2.446002716215305028e+01,3.094564227444385543e-03
-2.455281202395980600e+01,3.107216165055200294e-03
-2.464566557958441351e+01,3.119549688725954846e-03
-2.473858822623641984e+01,3.131765400691019323e-03
-2.483158036333308516e+01,3.144070962233521272e-03
-2.492464239252045388e+01,3.156680196760829234e-03
-2.501777471769457861e+01,3.169812176811167420e-03
-2.511097774502306379e+01,3.183690299847489590e-03
-2.520425188296681895e+01,3.198541357720157373e-03
-2.529759754230202518e+01,3.214594604680119649e-03
-2.539101513614242123e+01,3.232080828799666072e-03
-2.548450507996178871e+01,3.251231431608204731e-03
-2.557806779161669652e+01,3.272277520676605649e-03
-2.567170369136957220e+01,3.295449019785654660e-03
-2.576541320191192241e+01,3.320973801192740691e-03
-2.585919674838793725e+01,3.349076844366772991e-03
-2.595305475841830045e+01,3.379979425395251980e-03
-2.604698766212426619e+01,3.413898341080248960e-03
-2.614099589215210884e+01,3.451045171532841557e-03
-2.623507988369770771e+01,3.491625584849543298e-03
-2.632924007453156889e+01,3.535838687210191879e-03
-2.642347690502404234e+01,3.583876421476579061e-03
-2.651779081817087658e+01,3.635923017095467075e-03
-2.661218225961907535e+01,3.692154493820448084e-03
-2.670665167769302784e+01,3.752738221465645122e-03
-2.680119952342102252e+01,3.817832537592082132e-03
-2.689582625056196363e+01,3.887586424706256441e-03
-2.699053231563252808e+01,3.962139248221664516e-03
-2.708531817793456398e+01,4.041620556099487747e-03
-2.718018429958285154e+01,4.126149940745795462e-03
-2.727513114553319795e+01,4.215836963401537948e-03
-2.737015918361085198e+01,4.310781140919471045e-03
-2.746526888453930937e+01,4.411071994481359157e-03
-2.756046072196940244e+01,4.516789159470254930e-03
-2.765573517250880542e+01,4.628002555378736040e-03
-2.775109271575187009e+01,4.744772614305891277e-03
-2.784653383430983098e+01,4.867150566275382263e-03
-2.794205901384139779e+01,4.995178779295669953e-03
-2.803766874308368884e+01,5.128891151782859724e-03
-2.813336351388359446e+01,5.268313554678293910e-03
-2.822914382122950627e+01,5.413464320318226580e-03
-2.832501016328343368e+01,5.564354774853058107e-03
-2.842096304141353613e+01,5.720989810770027613e-03
-2.851700296022707093e+01,5.883368495847041309e-03
-2.861313042760371417e+01,6.051484714657604132e-03
-2.870934595472938256e+01,6.225327838558802375e-03
-2.880565005613038210e+01,6.404883419926427936e-03
-2.890204324970806127e+01,6.590133906255084620e-03
-2.899852605677390827e+01,6.781059369616636648e-03
-2.909509900208502486e+01,6.977638246868641397e-03
-2.919176261388015448e+01,7.179848085925646765e-03
-2.928851742391609392e+01,7.387666293351289638e-03
-2.938536396750459545e+01,7.601070878497612031e-03
-2.948230278354979461e+01,7.820041189410788934e-03
-2.957933441458601465e+01,8.044558635739126537e-03
-2.967645940681622463e+01,8.274607393919887824e-03
-2.977367831015081023e+01,8.510175089985924993e-03
-2.987099167824700530e+01,8.751253455421369523e-03
-2.996840006854879945e+01,8.997838951606464825e-03
-3.006590404232725433e+01,9.249933358525865360e-03
-3.016350416472163332e+01,9.507544323570404562e-03
-3.026120100478070896e+01,9.770685866439702411e-03
-3.035899513550490170e+01,1.003937883635079055e-02
-3.045688713388892310e+01,1.031365131797539261e-02
-3.055487758096485607e+01,1.059353898276473201e-02
-3.065296706184599884e+01,1.087908538257439071e-02
-3.075115616577115674e+01,1.117034218277197961e-02
-3.084944548614964432e+01,1.146736933229581049e-02
-3.094783562060675308e+01,1.177023516843199447e-02
-3.104632717103002193e+01,1.207901645438932102e-02
-3.114492074361599094e+01,1.239379834807416078e-02
-3.124361694891764429e+01,1.271467430080054466e-02
-3.134241640189250688e+01,1.304174588501077342e-02
-3.144131972195145863e+01,1.337512255043008143e-02
-3.154032753300805680e+01,1.371492130843043888e-02
-3.163944046352877493e+01,1.406126634473490143e-02
-3.173865914658373910e+01,1.441428856095116999e-02
-3.183798421989825655e+01,1.477412504578086774e-02
-3.193741632590510093e+01,1.514091847710683121e-02
-3.203695611179744418e+01,1.551481645651446237e-02
-3.213660422958263041e+01,1.589597077815085510e-02
-3.223636133613661769e+01,1.628453663416762690e-02
-3.233622809325921565e+01,1.668067175932778923e-02
-3.243620516773022899e+01,1.708453551768119444e-02
-3.253629323136617302e+01,1.749628793452735753e-02
-3.263649296107800524e+01,1.791608867718532533e-02
-3.273680503892961013e+01,1.834409598837869956e-02
-3.283723015219707264e+01,1.878046557631582458e-02
-3.293776899342893216e+01,1.922534946580168463e-02
-3.303842226050719688e+01,1.967889481495716658e-02
-3.313919065670929598e+01,2.014124270234081415e-02
-3.324007489077095556e+01,2.061252688946913977e-02
-3.334107567694994856e+01,2.109287256391121149e-02
-3.344219373509081805e+01,2.158239506829135942e-02
-3.354342979069052433e+01,2.208119862067049397e-02
-3.364478457496512931e+01,2.258937503188877122e-02
-3.374625882491737627e+01,2.310700242554303285e-02
-3.384785328340537802e+01,2.363414396633732248e-02
-3.394956869921220033e+01,2.417084660258637940e-02
-3.405140582711666752e+01,2.471713982866935097e-02
-3.415336542796507047e+01,2.527303447322181568e-02
-3.425544826874403981e+01,2.583852151882265122e-02
-3.435765512265454191e+01,2.641357095887407469e-02
-3.445998676918693349e+01,2.699813069729119913e-02
-3.456244399419720281e+01,2.759212549651132024e-02
-3.466502758998435496e+01,2.819545597920259522e-02
-3.476773835536908308e+01,2.880799768889793708e-02
-3.487057709577348419e+01,2.942960021460374470e-02
-3.497354462330213920e+01,3.006008638423373833e-02
-3.507664175682446484e+01,3.069925153149810279e-02
-3.517986932205818107e+01,3.134686284063720879e-02
-3.528322815165429915e+01,3.200265877312887669e-02
-3.538671908528337440e+01,3.266634858021871812e-02
-3.549034296972298108e+01,3.333761190482677217e-02
-3.559410065894677189e+01,3.401609847607046933e-02
-3.569799301421482340e+01,3.470142789931647542e-02
-3.580202090416549510e+01,3.539318954433132852e-02
-3.590618520490868093e+01,3.609094253374792866e-02
-3.601048680012060288e+01,3.679421583369878179e-02
-3.611492658114017473e+01,3.750250844809305262e-02
-3.621950544706681541e+01,3.821528971763154398e-02
-3.632422430485991782e+01,3.893199972426535094e-02
-3.642908406943996624e+01,3.965204980140931562e-02
-3.653408566379126654e+01,4.037482314982543397e-02
-3.663923001906628940e+01,4.109967555869141476e-02
-3.674451807469188225e+01,4.182593623097187463e-02
-3.684995077847713674e+01,4.255290871181172108e-02
-3.695552908672307524e+01,4.327987191827725039e-02
-3.706125396433409946e+01,4.400608126838162493e-02
-3.716712638493146414e+01,4.473076990694729860e-02
-3.727314733096844890e+01,4.545315002548369621e-02
-3.737931779384759778e+01,4.617241427289208583e-02
-3.748563877403994837e+01,4.688773725345402738e-02
-3.759211128120620771e+01,4.759827710821787350e-02
-3.769873633432003857e+01,4.830317717556736196e-02
-3.780551496179343474e+01,4.900156772644261721e-02
-3.791244820160427764e+01,4.969256776938543035e-02
-3.801953710142608145e+01,5.037528692029932809e-02
-3.812678271875989111e+01,5.104882733155312324e-02
-3.823418612106870285e+01,5.171228567481240407e-02
-3.834174838591390255e+01,5.236475517176243655e-02
-3.844947060109439718e+01,5.300532766668215184e-02
-3.855735386478798432e+01,5.363309573465240704e-02
-3.866539928569530815e+01,5.424715481902202263e-02
-3.877360798318637336e+01,5.484660539162473925e-02
-3.888198108744958859e+01,5.543055512912807570e-02
-3.899051973964351703e+01,5.599812109881222022e-02
-3.909922509205139818e+01,5.654843194701401898e-02
-3.920809830823833408e+01,5.708063008343775002e-02
-3.931714056321141726e+01,5.759387385452059693e-02
-3.942635304358270787e+01,5.808733969905634231e-02
-3.953573694773518810e+01,5.856022427931821539e-02
-3.964529348599175762e+01,5.901174658098547882e-02
-3.975502388078732707e+01,5.944114997526467326e-02
-3.986492936684414445e+01,5.984770423670851547e-02
-3.997501119135019110e+01,6.023070751036904008e-02
-4.008527061414111614e+01,6.058948822207966406e-02
-4.019570890788543238e+01,6.092340692583906453e-02
-4.030632735827317958e+01,6.123185808247220974e-02
-4.041712726420825419e+01,6.151427176396325608e-02
-4.052810993800417094e+01,6.177011527809816993e-02
-4.063927670558380356e+01,6.199889470831224103e-02
-4.075062890668266391e+01,6.220015636391697939e-02
-4.086216789505628810e+01,6.237348813617379223e-02
-4.097389503869150218e+01,6.251852075599016734e-02
-4.108581172002174497e+01,6.263492894933907207e-02
-4.119791933614666135e+01,6.272243248683607997e-02
-4.131021929905590184e+01,6.278079712425856107e-02
-4.142271303585727793e+01,6.280983543114598833e-02
-4.153540198900952873e+01,6.280940750498978375e-02
-4.164828761655948597e+01,6.277942156889271264e-02
-4.176137139238412743e+01,6.271983445095684340e-02
-4.187465480643728455e+01,6.263065194404583702e-02
-4.198813936500146582e+01,6.251192904495017633e-02
-4.210182659094454038e+01,6.236377007237590975e-02
-4.221571802398175777e+01,6.218632866356313404e-02
-4.232981522094300431e+01,6.197980764972858131e-02
-4.244411975604545972e+01,6.174445881091117361e-02
-4.255863322117193093e+01,6.148058251117682199e-02
-4.267335722615491278e+01,6.118852721551677060e-02
-4.278829339906629770e+01,6.086868889013625356e-02
-4.290344338651339484e+01,6.052151028819287987e-02
-4.301880885394086107e+01,6.014748012339155014e-02
